,source_singular_main,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
897,News & Observer,News & Observer,United_States_majority,9.0,1.0,News & Observer,Peaceful_protest_majority,8.0,0.8888888888888888
898,Fox26,Fox26,United_States_majority,9.0,1.0,Fox26,Peaceful_protest_majority,8.0,0.8888888888888888
899,KOLD News 13,KOLD News 13,United_States_majority,7.0,1.0,KOLD News 13,Peaceful_protest_majority,7.0,1.0
900,Mercury News,Mercury News,United_States_majority,21.0,1.0,Mercury News,Peaceful_protest_majority,16.0,0.7619047619047619
901,Record Searchlight,Record Searchlight,United_States_majority,10.0,1.0,Record Searchlight,Peaceful_protest_majority,10.0,1.0
902,Santa Maria Times,Santa Maria Times,United_States_majority,9.0,1.0,Santa Maria Times,Peaceful_protest_majority,9.0,1.0
903,Office of the Governor American Samoa,,,,,,,,
904,ODT (New Zealand),ODT (New Zealand),New_Zealand_majority,12.0,1.0,ODT (New Zealand),Peaceful_protest_majority,11.0,0.9166666666666666
905,Shz,Shz,Germany_majority,34.0,0.9714285714285714,Shz,Peaceful_protest_majority,31.0,0.8857142857142857
906,Oberosterreichische Nachrichten,Oberosterreichische Nachrichten,Austria_majority,33.0,1.0,Oberosterreichische Nachrichten,Peaceful_protest_majority,25.0,0.7575757575757576
907,Star (Kenya),Star (Kenya),Kenya_majority,14.0,1.0,,,,
908,Hespress,Hespress,Morocco_majority,155.0,1.0,,,,
909,CUPE Ontario,,,,,,,,
910,National Post,National Post,Canada_majority,18.0,1.0,,,,
911,Danville SanRamon,,,,,,,,
912,Orange County Register,Orange County Register,United_States_majority,30.0,1.0,Orange County Register,Peaceful_protest_majority,26.0,0.8666666666666667
913,Algemeiner Journal,,,,,,,,
914,Dallas Morning News,Dallas Morning News,United_States_majority,10.0,1.0,Dallas Morning News,Peaceful_protest_majority,8.0,0.8
915,Fox4 (Dallas),Fox4 (Dallas),United_States_majority,13.0,1.0,Fox4 (Dallas),Peaceful_protest_majority,12.0,0.9230769230769231
916,Berkeleyside,Berkeleyside,United_States_majority,3.0,1.0,,,,
917,N12,N12,Israel_majority,68.0,0.9577464788732394,,,,
918,Radio 1 Tahiti,Radio 1 Tahiti,French_Polynesia_majority,6.0,1.0,Radio 1 Tahiti,Peaceful_protest_majority,5.0,0.8333333333333334
919,Cabin Radio,,,,,,,,
920,WGN Channel 9,WGN Channel 9,United_States_majority,23.0,1.0,WGN Channel 9,Peaceful_protest_majority,20.0,0.8695652173913043
921,Le Courrier Picard,Le Courrier Picard,France_majority,27.0,1.0,Le Courrier Picard,Peaceful_protest_majority,25.0,0.9259259259259259
922,Reggionline,Reggionline,Italy_majority,76.0,1.0,Reggionline,Peaceful_protest_majority,74.0,0.9736842105263158
923,Romerikes Blad,Romerikes Blad,Norway_majority,3.0,1.0,,,,
924,Goud,Goud,Morocco_majority,10.0,0.9090909090909091,Goud,Peaceful_protest_majority,11.0,1.0
925,RTL,,,,,,,,
926,WHDH Channel 7,WHDH Channel 7,United_States_majority,19.0,1.0,WHDH Channel 7,Peaceful_protest_majority,19.0,1.0
927,NBC10 Boston,NBC10 Boston,United_States_majority,13.0,1.0,NBC10 Boston,Peaceful_protest_majority,12.0,0.9230769230769231
928,WCVB Channel 5,WCVB Channel 5,United_States_majority,18.0,1.0,WCVB Channel 5,Peaceful_protest_majority,18.0,1.0
929,Prima Monza,Prima Monza,Italy_majority,30.0,1.0,Prima Monza,Peaceful_protest_majority,30.0,1.0
930,Prima Milano Ovest,Prima Milano Ovest,Italy_majority,34.0,1.0,Prima Milano Ovest,Peaceful_protest_majority,33.0,0.9705882352941176
931,Dnes.bg,Dnes.bg,Bulgaria_majority,55.0,1.0,Dnes.bg,Peaceful_protest_majority,53.0,0.9636363636363636
932,Corriere Di Taranto,Corriere Di Taranto,Italy_majority,13.0,1.0,Corriere Di Taranto,Peaceful_protest_majority,13.0,1.0
933,Global Project,Global Project,Italy_majority,79.0,1.0,Global Project,Peaceful_protest_majority,77.0,0.9746835443037974
934,ABC7 (Los Angeles),ABC7 (Los Angeles),United_States_majority,26.0,1.0,ABC7 (Los Angeles),Peaceful_protest_majority,24.0,0.9230769230769231
935,Fox40 (Sacramento),Fox40 (Sacramento),United_States_majority,28.0,1.0,Fox40 (Sacramento),Peaceful_protest_majority,25.0,0.8928571428571429
936,Le Soleil (Canada),Le Soleil (Canada),Canada_majority,11.0,1.0,Le Soleil (Canada),Peaceful_protest_majority,8.0,0.7272727272727273
937,WABI-TV5,WABI-TV5,United_States_majority,19.0,1.0,WABI-TV5,Peaceful_protest_majority,18.0,0.9473684210526315
938,Folha de Boa Vista,Folha de Boa Vista,Brazil_majority,17.0,1.0,Folha de Boa Vista,Peaceful_protest_majority,17.0,1.0
939,Citizen (South Africa),Citizen (South Africa),South_Africa_majority,35.0,1.0,,,,
940,ABC13 (Houston),ABC13 (Houston),United_States_majority,13.0,1.0,ABC13 (Houston),Peaceful_protest_majority,12.0,0.9230769230769231
941,East Idaho News,East Idaho News,United_States_majority,12.0,1.0,East Idaho News,Peaceful_protest_majority,12.0,1.0
942,Rai News,Rai News,Italy_majority,194.0,1.0,,,,
943,Centro Pagina,Centro Pagina,Italy_majority,7.0,1.0,Centro Pagina,Peaceful_protest_majority,7.0,1.0
944,Controradio,Controradio,Italy_majority,92.0,1.0,,,,
945,Bari Today,Bari Today,Italy_majority,84.0,1.0,,,,
946,AnarcAntifa,AnarcAntifa,Italy_majority,3.0,1.0,,,,
947,Cronache Maceratesi,Cronache Maceratesi,Italy_majority,30.0,1.0,Cronache Maceratesi,Peaceful_protest_majority,30.0,1.0
948,La Nuova Sardegna,La Nuova Sardegna,Italy_majority,5.0,1.0,La Nuova Sardegna,Peaceful_protest_majority,5.0,1.0
949,Rising Sun Chatsworth,,,,,,,,
950,New Nation (Bangladesh),New Nation (Bangladesh),Bangladesh_majority,131.0,1.0,,,,
951,Carlsbad Current-Argus,Carlsbad Current-Argus,United_States_majority,7.0,1.0,Carlsbad Current-Argus,Peaceful_protest_majority,7.0,1.0
952,News12 (Westchester),News12 (Westchester),United_States_majority,21.0,1.0,News12 (Westchester),Peaceful_protest_majority,21.0,1.0
953,Vacaville Reporter,Vacaville Reporter,United_States_majority,4.0,1.0,,,,
954,Canberra Times,Canberra Times,Australia_majority,7.0,1.0,Canberra Times,Peaceful_protest_majority,6.0,0.8571428571428571
955,Corriere Del Mezzogiorno,Corriere Del Mezzogiorno,Italy_majority,15.0,1.0,Corriere Del Mezzogiorno,Peaceful_protest_majority,15.0,1.0
956,TG COM,TG COM,Italy_majority,67.0,1.0,TG COM,Peaceful_protest_majority,55.0,0.8208955223880597
957,Fox13 (Tampa),Fox13 (Tampa),United_States_majority,8.0,1.0,Fox13 (Tampa),Peaceful_protest_majority,6.0,0.75
958,Il Giornale Del Molise,Il Giornale Del Molise,Italy_majority,32.0,1.0,Il Giornale Del Molise,Peaceful_protest_majority,32.0,1.0
959,LAist,LAist,United_States_majority,8.0,1.0,,,,
960,Bakersfield,Bakersfield,United_States_majority,10.0,1.0,Bakersfield,Peaceful_protest_majority,10.0,1.0
961,Channel 3 (Santa Barbara),Channel 3 (Santa Barbara),United_States_majority,15.0,1.0,Channel 3 (Santa Barbara),Peaceful_protest_majority,15.0,1.0
962,KOMO4,KOMO4,United_States_majority,22.0,1.0,KOMO4,Peaceful_protest_majority,21.0,0.9545454545454546
963,WTEN Channel 10,WTEN Channel 10,United_States_majority,20.0,1.0,WTEN Channel 10,Peaceful_protest_majority,19.0,0.95
964,Southern Workers Assembly,Southern Workers Assembly,United_States_majority,5.0,1.0,Southern Workers Assembly,Peaceful_protest_majority,5.0,1.0
965,Queen City Nerve,Queen City Nerve,United_States_majority,5.0,1.0,Queen City Nerve,Peaceful_protest_majority,5.0,1.0
966,Tyden,,,,,,,,
967,La Nuova Venezia,La Nuova Venezia,Italy_majority,60.0,1.0,La Nuova Venezia,Peaceful_protest_majority,57.0,0.95
968,Vasabladet,,,,,,,,
969,KCRA3,KCRA3,United_States_majority,17.0,1.0,KCRA3,Peaceful_protest_majority,17.0,1.0
970,ABC11,ABC11,United_States_majority,17.0,1.0,ABC11,Peaceful_protest_majority,14.0,0.8235294117647058
971,Herald-Sun (Durham),Herald-Sun (Durham),United_States_majority,4.0,1.0,,,,
972,CBS59 (Lewisburg),,,,,,,,
973,Chino Champion,,,,,,,,
974,KRCR ABC7,KRCR ABC7,United_States_majority,14.0,1.0,KRCR ABC7,Peaceful_protest_majority,14.0,1.0
975,MyMotherLode,MyMotherLode,United_States_majority,3.0,1.0,,,,
976,Shaw Local,Shaw Local,United_States_majority,11.0,1.0,Shaw Local,Peaceful_protest_majority,11.0,1.0
977,Union,Union,United_States_majority,10.0,1.0,Union,Peaceful_protest_majority,10.0,1.0
978,WWAY-TV 3,WWAY-TV 3,United_States_majority,10.0,1.0,WWAY-TV 3,Peaceful_protest_majority,9.0,0.9
979,Trento Today,Trento Today,Italy_majority,28.0,1.0,Trento Today,Peaceful_protest_majority,26.0,0.9285714285714286
980,Udine Today,Udine Today,Italy_majority,33.0,1.0,Udine Today,Peaceful_protest_majority,32.0,0.9696969696969697
981,Northeast Live,,,,,,,,
982,Al Alam (Morocco),Al Alam (Morocco),Morocco_majority,3.0,1.0,,,,
983,Forza Nuova,Forza Nuova,Italy_majority,37.0,1.0,Forza Nuova,Peaceful_protest_majority,35.0,0.9459459459459459
984,Haaretz,Haaretz,Israel_majority,196.0,0.9560975609756097,,,,
985,NRT News,NRT News,Iraq_majority,12.0,1.0,NRT News,Peaceful_protest_majority,9.0,0.75
986,Freedom News,Freedom News,United_Kingdom_majority,3.0,1.0,,,,
987,Frankenpost,Frankenpost,Germany_majority,36.0,1.0,Frankenpost,Peaceful_protest_majority,33.0,0.9166666666666666
988,L'Acadie Nouvelle,L'Acadie Nouvelle,Canada_majority,13.0,1.0,L'Acadie Nouvelle,Peaceful_protest_majority,10.0,0.7692307692307693
989,AUPE,,,,,,,,
990,The Province (Canada),The Province (Canada),Canada_majority,26.0,1.0,The Province (Canada),Peaceful_protest_majority,22.0,0.8461538461538461
991,Channel 4 (Reno),Channel 4 (Reno),United_States_majority,8.0,1.0,Channel 4 (Reno),Peaceful_protest_majority,8.0,1.0
992,This Is Reno,This Is Reno,United_States_majority,4.0,1.0,,,,
993,WAVE3,WAVE3,United_States_majority,8.0,1.0,WAVE3,Peaceful_protest_majority,8.0,1.0
994,NewsChannel 7,NewsChannel 7,United_States_majority,8.0,1.0,NewsChannel 7,Peaceful_protest_majority,6.0,0.75
995,Daily Titan,,,,,,,,
996,Muscatine Journal,,,,,,,,
997,Green Left,Green Left,Australia_majority,13.0,1.0,Green Left,Peaceful_protest_majority,13.0,1.0
998,Positano News,Positano News,Italy_majority,68.0,1.0,Positano News,Peaceful_protest_majority,64.0,0.9411764705882353
999,2a News,2a News,Italy_majority,22.0,1.0,2a News,Peaceful_protest_majority,20.0,0.9090909090909091
1000,Abo Underrattelser,,,,,,,,
1001,Al Aoual,Al Aoual,Morocco_majority,37.0,1.0,Al Aoual,Peaceful_protest_majority,35.0,0.9459459459459459
1002,Alyaoum24,Alyaoum24,Morocco_majority,47.0,1.0,Alyaoum24,Peaceful_protest_majority,39.0,0.8297872340425532
1003,Febrayer,Febrayer,Morocco_majority,9.0,1.0,Febrayer,Peaceful_protest_majority,8.0,0.8888888888888888
1004,Noon Press,Noon Press,Morocco_majority,23.0,1.0,Noon Press,Peaceful_protest_majority,19.0,0.8260869565217391
1005,Tetouan Press,Tetouan Press,Morocco_majority,12.0,0.9230769230769231,Tetouan Press,Peaceful_protest_majority,13.0,1.0
1006,Tiznit Press,Tiznit Press,Morocco_majority,3.0,1.0,,,,
1007,Buffalo News,Buffalo News,United_States_majority,15.0,1.0,Buffalo News,Peaceful_protest_majority,15.0,1.0
1008,WBEN 930,WBEN 930,United_States_majority,11.0,1.0,WBEN 930,Peaceful_protest_majority,11.0,1.0
1009,City Life Vida Urbana,City Life Vida Urbana,United_States_majority,7.0,1.0,City Life Vida Urbana,Peaceful_protest_majority,7.0,1.0
1010,Fort Bragg Advocate News,,,,,,,,
1011,Fox32,Fox32,United_States_majority,19.0,1.0,Fox32,Peaceful_protest_majority,19.0,1.0
1012,NBC Montana,NBC Montana,United_States_majority,7.0,1.0,NBC Montana,Peaceful_protest_majority,7.0,1.0
1013,News Hub,,,,,,,,
1014,Canberra City News,Canberra City News,Australia_majority,8.0,1.0,,,,
1015,La Hora (Guatemala),La Hora (Guatemala),Guatemala_majority,55.0,1.0,La Hora (Guatemala),Peaceful_protest_majority,41.0,0.7454545454545455
1016,Tiempo,Tiempo,Mexico_majority,21.0,1.0,Tiempo,Peaceful_protest_majority,16.0,0.7619047619047619
1017,Expressen,Expressen,Sweden_majority,19.0,1.0,,,,
1018,MTV Uutiset,MTV Uutiset,Finland_majority,23.0,1.0,,,,
1019,OVD Info,OVD Info,Russia_majority,32.0,1.0,OVD Info,Protest_with_intervention_majority,23.0,0.71875
1020,Yle,Yle,Finland_majority,37.0,1.0,Yle,Peaceful_protest_majority,27.0,0.7297297297297297
1021,Markische Oderzeitung,Markische Oderzeitung,Germany_majority,74.0,1.0,Markische Oderzeitung,Peaceful_protest_majority,67.0,0.9054054054054054
1022,Het Nieuwsblad,Het Nieuwsblad,Belgium_majority,56.0,1.0,Het Nieuwsblad,Peaceful_protest_majority,44.0,0.7857142857142857
1023,L'Independant,L'Independant,France_majority,80.0,1.0,L'Independant,Peaceful_protest_majority,80.0,1.0
1024,Le Republicain Lorrain,Le Republicain Lorrain,France_majority,33.0,1.0,Le Republicain Lorrain,Peaceful_protest_majority,33.0,1.0
1025,Redaktionsnetzwerk Deutschland,,,,,,,,
1026,Swissinfo,Swissinfo,Switzerland_majority,53.0,1.0,Swissinfo,Peaceful_protest_majority,41.0,0.7735849056603774
1027,24 Heures Montreal,24 Heures Montreal,Canada_majority,5.0,1.0,24 Heures Montreal,Peaceful_protest_majority,4.0,0.8
1028,Oakland Press,Oakland Press,United_States_majority,11.0,1.0,Oakland Press,Peaceful_protest_majority,11.0,1.0
1029,Voice News,,,,,,,,
1030,On the Scene,On the Scene,United_States_majority,12.0,1.0,On the Scene,Peaceful_protest_majority,11.0,0.9166666666666666
1031,Finger Lakes 1,Finger Lakes 1,United_States_majority,3.0,1.0,,,,
1032,Democrat and Chronicle,Democrat and Chronicle,United_States_majority,3.0,1.0,,,,
1033,13WHAM ABC,13WHAM ABC,United_States_majority,9.0,1.0,13WHAM ABC,Peaceful_protest_majority,9.0,1.0
1034,Longmont Times-Call,Longmont Times-Call,United_States_majority,6.0,1.0,Longmont Times-Call,Peaceful_protest_majority,5.0,0.8333333333333334
1035,NewsChannel 9,NewsChannel 9,United_States_majority,8.0,1.0,NewsChannel 9,Peaceful_protest_majority,8.0,1.0
1036,Limburgs,Limburgs,Netherlands_majority,34.0,1.0,,,,
1037,Nation Talk (Canada),Nation Talk (Canada),Canada_majority,8.0,1.0,Nation Talk (Canada),Peaceful_protest_majority,6.0,0.75
1038,9News,9News,Australia_majority,27.0,1.0,9News,Peaceful_protest_majority,22.0,0.8148148148148148
1039,Kurier,Kurier,Austria_majority,24.0,1.0,,,,
1040,Gannett News Service,Gannett News Service,Austria_majority,11.0,1.0,,,,
1041,Monza Today,Monza Today,Italy_majority,24.0,1.0,Monza Today,Peaceful_protest_majority,24.0,1.0
1042,La Verdad,La Verdad,Mexico_majority,41.0,1.0,,,,
1043,La Prensa (Argentina),La Prensa (Argentina),Argentina_majority,32.0,1.0,La Prensa (Argentina),Peaceful_protest_majority,31.0,0.96875
1044,La Gaceta,La Gaceta,Argentina_majority,96.0,1.0,,,,
1045,Portal T5,Portal T5,Brazil_majority,33.0,1.0,Portal T5,Peaceful_protest_majority,32.0,0.9696969696969697
1046,Setopati,Setopati,Nepal_majority,126.0,1.0,,,,
1047,Pahilo Post,Pahilo Post,Nepal_majority,3.0,1.0,,,,
1048,Daily Herald (Arlington Heights),Daily Herald (Arlington Heights),United_States_majority,22.0,1.0,Daily Herald (Arlington Heights),Peaceful_protest_majority,22.0,1.0
1049,Lake and McHenry County Scanner,Lake and McHenry County Scanner,United_States_majority,6.0,1.0,Lake and McHenry County Scanner,Peaceful_protest_majority,6.0,1.0
1050,CBS6 (Albany),CBS6 (Albany),United_States_majority,9.0,1.0,CBS6 (Albany),Peaceful_protest_majority,9.0,1.0
1051,CBS2 (New York),CBS2 (New York),United_States_majority,28.0,1.0,CBS2 (New York),Peaceful_protest_majority,26.0,0.9285714285714286
1052,Capital (Annapolis),Capital (Annapolis),United_States_majority,9.0,1.0,Capital (Annapolis),Peaceful_protest_majority,8.0,0.8888888888888888
1053,Naperville News 17,Naperville News 17,United_States_majority,3.0,1.0,,,,
1054,La Nazione,La Nazione,Italy_majority,26.0,1.0,La Nazione,Peaceful_protest_majority,26.0,1.0
1055,Le Point,Le Point,France_majority,42.0,1.0,Le Point,Peaceful_protest_majority,36.0,0.8571428571428571
1056,Marianne,Marianne,France_majority,4.0,1.0,,,,
1057,Prima Lecco,Prima Lecco,Italy_majority,36.0,1.0,Prima Lecco,Peaceful_protest_majority,36.0,1.0
1058,Radio Onda d'Urto,Radio Onda d'Urto,Italy_majority,6.0,1.0,Radio Onda d'Urto,Peaceful_protest_majority,5.0,0.8333333333333334
1059,Cronica (Ecuador),Cronica (Ecuador),Ecuador_majority,12.0,1.0,Cronica (Ecuador),Peaceful_protest_majority,12.0,1.0
1060,Indybay,Indybay,United_States_majority,29.0,1.0,Indybay,Peaceful_protest_majority,28.0,0.9655172413793104
1061,San Francisco Examiner,San Francisco Examiner,United_States_majority,14.0,1.0,San Francisco Examiner,Peaceful_protest_majority,14.0,1.0
1062,920 News Now,920 News Now,United_States_majority,23.0,1.0,920 News Now,Peaceful_protest_majority,21.0,0.9130434782608695
1063,ANSA,ANSA,Italy_majority,133.0,1.0,,,,
1064,Riviera24,Riviera24,Italy_majority,58.0,1.0,Riviera24,Peaceful_protest_majority,58.0,1.0
1065,La Voce Di Genova,La Voce Di Genova,Italy_majority,5.0,1.0,La Voce Di Genova,Peaceful_protest_majority,5.0,1.0
1066,Otto Pagine,Otto Pagine,Italy_majority,6.0,1.0,Otto Pagine,Peaceful_protest_majority,5.0,0.8333333333333334
1067,Verona Sera,Verona Sera,Italy_majority,50.0,1.0,Verona Sera,Peaceful_protest_majority,50.0,1.0
1068,Live Mint,,,,,Live Mint,Peaceful_protest_majority,8.0,0.8888888888888888
1069,L'Opinion,,,,,,,,
1070,Mlada Fronta Dnes,Mlada Fronta Dnes,Czech_Republic_majority,14.0,0.9333333333333333,Mlada Fronta Dnes,Peaceful_protest_majority,14.0,0.9333333333333333
1071,Ventura County Star,Ventura County Star,United_States_majority,6.0,1.0,Ventura County Star,Peaceful_protest_majority,6.0,1.0
1072,WBAL-TV 11,WBAL-TV 11,United_States_majority,15.0,1.0,WBAL-TV 11,Peaceful_protest_majority,14.0,0.9333333333333333
1073,WTVO 17,WTVO 17,United_States_majority,3.0,1.0,,,,
1074,Northern Territory News,Northern Territory News,Australia_majority,18.0,1.0,Northern Territory News,Peaceful_protest_majority,15.0,0.8333333333333334
1075,20 Minutes,20 Minutes,France_majority,40.0,0.975609756097561,20 Minutes,Peaceful_protest_majority,34.0,0.8292682926829268
1076,Casa Pound Italia,Casa Pound Italia,Italy_majority,75.0,1.0,Casa Pound Italia,Peaceful_protest_majority,73.0,0.9733333333333334
1077,Sudinfo.be,Sudinfo.be,Belgium_majority,44.0,0.9777777777777777,Sudinfo.be,Peaceful_protest_majority,36.0,0.8
1078,Denik,Denik,Czech_Republic_majority,67.0,1.0,Denik,Peaceful_protest_majority,65.0,0.9701492537313433
1079,Novinky,Novinky,Czech_Republic_majority,23.0,0.9583333333333334,Novinky,Peaceful_protest_majority,23.0,0.9583333333333334
1080,CBS2 (Chicago),CBS2 (Chicago),United_States_majority,30.0,1.0,CBS2 (Chicago),Peaceful_protest_majority,30.0,1.0
1081,Republican-American,Republican-American,United_States_majority,11.0,1.0,Republican-American,Peaceful_protest_majority,11.0,1.0
1082,News-Times (Danbury),,,,,,,,
1083,Europe 1,Europe 1,France_majority,14.0,1.0,,,,
1084,Haarlems Dagblad,Haarlems Dagblad,Netherlands_majority,6.0,1.0,Haarlems Dagblad,Peaceful_protest_majority,6.0,1.0
1085,Marlborough Express,,,,,,,,
1086,Genova Today,Genova Today,Italy_majority,7.0,1.0,Genova Today,Peaceful_protest_majority,7.0,1.0
1087,Melilla Hoy - Diario De La Ciudad Autonoma De Melilla,Melilla Hoy - Diario De La Ciudad Autonoma De Melilla,Spain_majority,8.0,1.0,Melilla Hoy - Diario De La Ciudad Autonoma De Melilla,Peaceful_protest_majority,8.0,1.0
1088,Universal Hub,,,,,,,,
1089,Sentinel & Enterprise,,,,,,,,
1090,TV8,TV8,Moldova_majority,35.0,1.0,TV8,Peaceful_protest_majority,31.0,0.8857142857142857
1091,Le Journal de Montreal,Le Journal de Montreal,Canada_majority,26.0,1.0,Le Journal de Montreal,Peaceful_protest_majority,23.0,0.8846153846153846
1092,Chicago Sun-Times,Chicago Sun-Times,United_States_majority,17.0,1.0,Chicago Sun-Times,Peaceful_protest_majority,15.0,0.8823529411764706
1093,News 8 (Rochester),News 8 (Rochester),United_States_majority,19.0,1.0,News 8 (Rochester),Peaceful_protest_majority,19.0,1.0
1094,KGW8,KGW8,United_States_majority,7.0,1.0,KGW8,Peaceful_protest_majority,7.0,1.0
1095,TeleAmbiente TV,,,,,,,,
1096,El Nacional (Dominican Republic),El Nacional (Dominican Republic),Dominican_Republic_majority,8.0,1.0,,,,
1097,Akher Saa,Akher Saa,Algeria_majority,38.0,1.0,Akher Saa,Peaceful_protest_majority,38.0,1.0
1098,R7,R7,Brazil_majority,54.0,1.0,R7,Peaceful_protest_majority,39.0,0.7222222222222222
1099,Estado de Minas,Estado de Minas,Brazil_majority,128.0,1.0,,,,
1100,Jauns,Jauns,Latvia_majority,9.0,1.0,Jauns,Peaceful_protest_majority,8.0,0.8888888888888888
1101,Philenews,Philenews,Cyprus_majority,119.0,1.0,,,,
1102,Portal Analitika,Portal Analitika,Montenegro_majority,8.0,1.0,Portal Analitika,Peaceful_protest_majority,8.0,1.0
1103,Fox5 (New York),Fox5 (New York),United_States_majority,6.0,1.0,Fox5 (New York),Peaceful_protest_majority,5.0,0.8333333333333334
1104,New Jersey 101.5,New Jersey 101.5,United_States_majority,8.0,1.0,New Jersey 101.5,Peaceful_protest_majority,8.0,1.0
1105,Independent Weekly,Independent Weekly,Australia_majority,7.0,1.0,,,,
1106,Clydebank Post,,,,,,,,
1107,Rote Fahne,Rote Fahne,Germany_majority,36.0,0.972972972972973,Rote Fahne,Peaceful_protest_majority,35.0,0.9459459459459459
1108,1010WINS,1010WINS,United_States_majority,15.0,1.0,1010WINS,Peaceful_protest_majority,13.0,0.8666666666666667
1109,Tripura Infoway,Tripura Infoway,India_majority,72.0,1.0,,,,
1110,Uusimaa,Uusimaa,Finland_majority,4.0,1.0,,,,
1111,Merce,Merce,Hungary_majority,13.0,1.0,Merce,Peaceful_protest_majority,11.0,0.8461538461538461
1112,Black Sea Press: News Georgia,Black Sea Press: News Georgia,Georgia_majority,6.0,1.0,Black Sea Press: News Georgia,Peaceful_protest_majority,6.0,1.0
1113,Creative Loafing (Tampa),Creative Loafing (Tampa),United_States_majority,7.0,1.0,Creative Loafing (Tampa),Peaceful_protest_majority,7.0,1.0
1114,KSRM Radio Group,,,,,,,,
1115,Lawrence Journal-World,Lawrence Journal-World,United_States_majority,5.0,1.0,Lawrence Journal-World,Peaceful_protest_majority,5.0,1.0
1116,SaltWire,SaltWire,Canada_majority,8.0,1.0,SaltWire,Peaceful_protest_majority,7.0,0.875
1117,Leeuwarder Courant,Leeuwarder Courant,Netherlands_majority,31.0,1.0,Leeuwarder Courant,Peaceful_protest_majority,26.0,0.8387096774193549
1118,Milano Post,Milano Post,Italy_majority,20.0,1.0,Milano Post,Peaceful_protest_majority,18.0,0.9
1119,Ilta-Sanomat,Ilta-Sanomat,Finland_majority,8.0,1.0,Ilta-Sanomat,Peaceful_protest_majority,6.0,0.75
1120,Partisaani,Partisaani,Finland_majority,16.0,1.0,Partisaani,Peaceful_protest_majority,13.0,0.8125
1121,Turun Sanomat,Turun Sanomat,Finland_majority,3.0,1.0,,,,
1122,STT,STT,Finland_majority,6.0,1.0,,,,
1123,Ceske Noviny,Ceske Noviny,Czech_Republic_majority,48.0,0.9795918367346939,Ceske Noviny,Peaceful_protest_majority,44.0,0.8979591836734694
1124,Delo,Delo,Slovenia_majority,5.0,1.0,Delo,Peaceful_protest_majority,5.0,1.0
1125,Gagauzinfo,Gagauzinfo,Moldova_majority,3.0,1.0,,,,
1126,Slobodna Dalmacija,Slobodna Dalmacija,Croatia_majority,13.0,1.0,Slobodna Dalmacija,Peaceful_protest_majority,13.0,1.0
1127,TV Nova,TV Nova,Czech_Republic_majority,6.0,1.0,TV Nova,Peaceful_protest_majority,5.0,0.8333333333333334
1128,Village Sun,Village Sun,United_States_majority,3.0,1.0,,,,
1129,Daily Universe (Brigham Young University),,,,,,,,
1130,Nouvelle Caledonie la 1ere,Nouvelle Caledonie la 1ere,New_Caledonia_majority,7.0,1.0,Nouvelle Caledonie la 1ere,Peaceful_protest_majority,7.0,1.0
1131,Basingstoke Gazette,,,,,,,,
1132,Bournemouth Echo,Bournemouth Echo,United_Kingdom_majority,6.0,1.0,,,,
1133,Devon Live,Devon Live,United_Kingdom_majority,12.0,1.0,,,,
1134,Luxemburger Wort,,,,,,,,
1135,Telenord,,,,,,,,
1136,L'Adigetto,L'Adigetto,Italy_majority,20.0,1.0,L'Adigetto,Peaceful_protest_majority,19.0,0.95
1137,Katal Center,Katal Center,United_States_majority,3.0,1.0,,,,
1138,Royal Gazette,Royal Gazette,Bermuda_majority,4.0,1.0,,,,
1139,Charter-97,Charter-97,Belarus_majority,9.0,1.0,Charter-97,Peaceful_protest_majority,8.0,0.8888888888888888
1140,Treviso Today,Treviso Today,Italy_majority,56.0,1.0,Treviso Today,Peaceful_protest_majority,50.0,0.8928571428571429
1141,Fox5 (Washington D.C.),Fox5 (Washington D.C.),United_States_majority,14.0,1.0,Fox5 (Washington D.C.),Peaceful_protest_majority,13.0,0.9285714285714286
1142,Airdrie Today,Airdrie Today,Canada_majority,15.0,1.0,Airdrie Today,Peaceful_protest_majority,14.0,0.9333333333333333
1143,Daily News (Longview),Daily News (Longview),United_States_majority,3.0,1.0,,,,
1144,Frosinone Today,,,,,,,,
1145,Messinaora,Messinaora,Italy_majority,13.0,1.0,Messinaora,Peaceful_protest_majority,12.0,0.9230769230769231
1146,Piacenza Sera,,,,,,,,
1147,Liberta,Liberta,Italy_majority,23.0,1.0,Liberta,Peaceful_protest_majority,23.0,1.0
1148,FLC CGIL,FLC CGIL,Italy_majority,62.0,1.0,FLC CGIL,Peaceful_protest_majority,61.0,0.9838709677419355
1149,Tuttoggi,Tuttoggi,Italy_majority,43.0,1.0,Tuttoggi,Peaceful_protest_majority,42.0,0.9767441860465116
1150,Agrigento Oggi,Agrigento Oggi,Italy_majority,25.0,1.0,Agrigento Oggi,Peaceful_protest_majority,21.0,0.84
1151,Pisa Today,Pisa Today,Italy_majority,39.0,1.0,Pisa Today,Peaceful_protest_majority,39.0,1.0
1152,The Australian,The Australian,Australia_majority,43.0,1.0,,,,
1153,Sydney Morning Herald,Sydney Morning Herald,Australia_majority,23.0,1.0,,,,
1154,Tunisie Numerique,Tunisie Numerique,Tunisia_majority,42.0,0.9767441860465116,Tunisie Numerique,Peaceful_protest_majority,37.0,0.8604651162790697
1155,Yabiladi,,,,,Yabiladi,Peaceful_protest_majority,8.0,0.8
