,source_singular,country,country_pct,country_total,sub_event_type,sub_event_type_pct,sub_event_type_total
956,TG COM,Italy_majority,1.0,67.0,Peaceful_protest_majority,0.8208955223880597,55.0
957,Fox13 (Tampa),United_States_majority,1.0,8.0,Peaceful_protest_majority,0.75,6.0
958,Il Giornale Del Molise,Italy_majority,1.0,32.0,Peaceful_protest_majority,1.0,32.0
959,LAist,,,,,,
960,Bakersfield,United_States_majority,1.0,10.0,Peaceful_protest_majority,1.0,10.0
961,Channel 3 (Santa Barbara),United_States_majority,1.0,15.0,Peaceful_protest_majority,1.0,15.0
962,KOMO4,United_States_majority,1.0,22.0,Peaceful_protest_majority,0.9545454545454546,21.0
963,WTEN Channel 10,United_States_majority,1.0,20.0,Peaceful_protest_majority,0.95,19.0
964,Southern Workers Assembly,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
965,Queen City Nerve,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
966,Tyden,,,,,,
967,La Nuova Venezia,Italy_majority,1.0,60.0,Peaceful_protest_majority,0.95,57.0
968,Vasabladet,,,,,,
969,KCRA3,United_States_majority,1.0,17.0,Peaceful_protest_majority,1.0,17.0
970,Herald-Sun (Durham),,,,,,
971,ABC11,United_States_majority,1.0,17.0,Peaceful_protest_majority,0.8235294117647058,14.0
972,CBS59 (Lewisburg),,,,,,
973,Chino Champion,,,,,,
974,KRCR ABC7,United_States_majority,1.0,14.0,Peaceful_protest_majority,1.0,14.0
975,MyMotherLode,,,,,,
976,Shaw Local,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
977,Union,United_States_majority,1.0,10.0,Peaceful_protest_majority,1.0,10.0
978,WWAY-TV 3,United_States_majority,1.0,10.0,Peaceful_protest_majority,0.9,9.0
979,Trento Today,Italy_majority,1.0,28.0,Peaceful_protest_majority,0.9285714285714286,26.0
980,Udine Today,Italy_majority,1.0,33.0,Peaceful_protest_majority,0.9696969696969697,32.0
981,Northeast Live,,,,,,
982,Al Alam (Morocco),,,,,,
983,Forza Nuova,Italy_majority,1.0,37.0,Peaceful_protest_majority,0.9459459459459459,35.0
984,Haaretz,,,,,,
985,NRT News,Iraq_majority,1.0,12.0,Peaceful_protest_majority,0.75,9.0
986,Freedom News,,,,,,
987,Frankenpost,Germany_majority,1.0,36.0,Peaceful_protest_majority,0.9166666666666666,33.0
988,L'Acadie Nouvelle,Canada_majority,1.0,13.0,Peaceful_protest_majority,0.7692307692307693,10.0
989,AUPE,,,,,,
990,The Province (Canada),Canada_majority,1.0,26.0,Peaceful_protest_majority,0.8461538461538461,22.0
991,Channel 4 (Reno),United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
992,This Is Reno,,,,,,
993,WAVE3,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
994,NewsChannel 7,United_States_majority,1.0,8.0,Peaceful_protest_majority,0.75,6.0
995,Daily Titan,,,,,,
996,Muscatine Journal,,,,,,
997,Green Left,Australia_majority,1.0,13.0,Peaceful_protest_majority,1.0,13.0
998,2a News,Italy_majority,1.0,22.0,Peaceful_protest_majority,0.9090909090909091,20.0
999,Positano News,Italy_majority,1.0,68.0,Peaceful_protest_majority,0.9411764705882353,64.0
1000,Abo Underrattelser,,,,,,
1001,Al Aoual,Morocco_majority,1.0,37.0,Peaceful_protest_majority,0.9459459459459459,35.0
1002,Alyaoum24,Morocco_majority,1.0,47.0,Peaceful_protest_majority,0.8297872340425532,39.0
1003,Febrayer,Morocco_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1004,Noon Press,Morocco_majority,1.0,23.0,Peaceful_protest_majority,0.8260869565217391,19.0
1005,Tetouan Press,Morocco_majority,0.9230769230769231,12.0,Peaceful_protest_majority,1.0,13.0
1006,Tiznit Press,,,,,,
1007,WBEN 930,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1008,Buffalo News,United_States_majority,1.0,15.0,Peaceful_protest_majority,1.0,15.0
1009,City Life Vida Urbana,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1010,Fort Bragg Advocate News,,,,,,
1011,Fox32,United_States_majority,1.0,19.0,Peaceful_protest_majority,1.0,19.0
1012,NBC Montana,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1013,News Hub,,,,,,
1014,Canberra City News,,,,,,
1015,La Hora (Guatemala),Guatemala_majority,1.0,55.0,Peaceful_protest_majority,0.7454545454545455,41.0
1016,Tiempo,Mexico_majority,1.0,21.0,Peaceful_protest_majority,0.7619047619047619,16.0
1017,Expressen,,,,,,
1018,MTV Uutiset,,,,,,
1019,OVD Info,Russia_majority,1.0,32.0,Protest_with_intervention_majority,0.71875,23.0
1020,Yle,Finland_majority,1.0,37.0,Peaceful_protest_majority,0.7297297297297297,27.0
1021,Markische Oderzeitung,Germany_majority,1.0,74.0,Peaceful_protest_majority,0.9054054054054054,67.0
1022,Het Nieuwsblad,Belgium_majority,1.0,56.0,Peaceful_protest_majority,0.7857142857142857,44.0
1023,L'Independant,France_majority,1.0,80.0,Peaceful_protest_majority,1.0,80.0
1024,Le Republicain Lorrain,France_majority,1.0,33.0,Peaceful_protest_majority,1.0,33.0
1025,Redaktionsnetzwerk Deutschland,,,,,,
1026,Swissinfo,Switzerland_majority,1.0,53.0,Peaceful_protest_majority,0.7735849056603774,41.0
1027,24 Heures Montreal,Canada_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
1028,On the Scene,United_States_majority,1.0,12.0,Peaceful_protest_majority,0.9166666666666666,11.0
1029,Oakland Press,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1030,Voice News,,,,,,
1031,Democrat and Chronicle,,,,,,
1032,Finger Lakes 1,,,,,,
1033,13WHAM ABC,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
1034,Longmont Times-Call,United_States_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1035,NewsChannel 9,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1036,Limburgs,,,,,,
1037,Nation Talk (Canada),Canada_majority,1.0,8.0,Peaceful_protest_majority,0.75,6.0
1038,9News,Australia_majority,1.0,27.0,Peaceful_protest_majority,0.8148148148148148,22.0
1039,Gannett News Service,,,,,,
1040,Kurier,,,,,,
1041,Monza Today,Italy_majority,1.0,24.0,Peaceful_protest_majority,1.0,24.0
1042,La Verdad,,,,,,
1043,La Prensa (Argentina),Argentina_majority,1.0,32.0,Peaceful_protest_majority,0.96875,31.0
1044,La Gaceta,,,,,,
1045,Portal T5,Brazil_majority,1.0,33.0,Peaceful_protest_majority,0.9696969696969697,32.0
1046,Pahilo Post,,,,,,
1047,Setopati,,,,,,
1048,Lake and McHenry County Scanner,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1049,Daily Herald (Arlington Heights),United_States_majority,1.0,22.0,Peaceful_protest_majority,1.0,22.0
1050,CBS6 (Albany),United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
1051,CBS2 (New York),United_States_majority,1.0,28.0,Peaceful_protest_majority,0.9285714285714286,26.0
1052,Capital (Annapolis),United_States_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1053,Naperville News 17,,,,,,
1054,La Nazione,Italy_majority,1.0,26.0,Peaceful_protest_majority,1.0,26.0
1055,Le Point,France_majority,1.0,42.0,Peaceful_protest_majority,0.8571428571428571,36.0
1056,Marianne,,,,,,
1057,Prima Lecco,Italy_majority,1.0,36.0,Peaceful_protest_majority,1.0,36.0
1058,Radio Onda d'Urto,Italy_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1059,Cronica (Ecuador),Ecuador_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
1060,San Francisco Examiner,United_States_majority,1.0,14.0,Peaceful_protest_majority,1.0,14.0
1061,Indybay,United_States_majority,1.0,29.0,Peaceful_protest_majority,0.9655172413793104,28.0
1062,920 News Now,United_States_majority,1.0,23.0,Peaceful_protest_majority,0.9130434782608695,21.0
1063,ANSA,,,,,,
1064,Riviera24,Italy_majority,1.0,58.0,Peaceful_protest_majority,1.0,58.0
1065,La Voce Di Genova,Italy_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1066,Otto Pagine,Italy_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1067,Verona Sera,Italy_majority,1.0,50.0,Peaceful_protest_majority,1.0,50.0
1068,Live Mint,,,,,,
1069,L'Opinion,,,,,,
1070,Mlada Fronta Dnes,Czech_Republic_majority,0.9333333333333333,14.0,Peaceful_protest_majority,0.9333333333333333,14.0
1071,Ventura County Star,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1072,WBAL-TV 11,United_States_majority,1.0,15.0,Peaceful_protest_majority,0.9333333333333333,14.0
1073,WTVO 17,,,,,,
1074,Northern Territory News,Australia_majority,1.0,18.0,Peaceful_protest_majority,0.8333333333333334,15.0
1075,20 Minutes,France_majority,0.975609756097561,40.0,Peaceful_protest_majority,0.8292682926829268,34.0
1076,Casa Pound Italia,Italy_majority,1.0,75.0,Peaceful_protest_majority,0.9733333333333334,73.0
1077,Sudinfo.be,Belgium_majority,0.9777777777777777,44.0,Peaceful_protest_majority,0.8,36.0
1078,Denik,Czech_Republic_majority,1.0,67.0,Peaceful_protest_majority,0.9701492537313433,65.0
1079,Novinky,Czech_Republic_majority,0.9583333333333334,23.0,Peaceful_protest_majority,0.9583333333333334,23.0
1080,CBS2 (Chicago),United_States_majority,1.0,30.0,Peaceful_protest_majority,1.0,30.0
1081,News-Times (Danbury),,,,,,
1082,Republican-American,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1083,Europe 1,,,,,,
1084,Haarlems Dagblad,Netherlands_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1085,Marlborough Express,,,,,,
1086,Genova Today,Italy_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1087,Melilla Hoy - Diario De La Ciudad Autonoma De Melilla,Spain_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1088,Universal Hub,,,,,,
1089,Sentinel & Enterprise,,,,,,
1090,TV8,Moldova_majority,1.0,35.0,Peaceful_protest_majority,0.8857142857142857,31.0
1091,Le Journal de Montreal,Canada_majority,1.0,26.0,Peaceful_protest_majority,0.8846153846153846,23.0
1092,Chicago Sun-Times,United_States_majority,1.0,17.0,Peaceful_protest_majority,0.8823529411764706,15.0
1093,News 8 (Rochester),United_States_majority,1.0,19.0,Peaceful_protest_majority,1.0,19.0
1094,KGW8,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1095,TeleAmbiente TV,,,,,,
1096,El Nacional (Dominican Republic),,,,,,
1097,Akher Saa,Algeria_majority,1.0,38.0,Peaceful_protest_majority,1.0,38.0
1098,R7,Brazil_majority,1.0,54.0,Peaceful_protest_majority,0.7222222222222222,39.0
1099,Estado de Minas,,,,,,
1100,Jauns,Latvia_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1101,Philenews,,,,,,
1102,Portal Analitika,Montenegro_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1103,Fox5 (New York),United_States_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1104,New Jersey 101.5,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1105,Independent Weekly,,,,,,
1106,Clydebank Post,,,,,,
1107,Rote Fahne,Germany_majority,0.972972972972973,36.0,Peaceful_protest_majority,0.9459459459459459,35.0
1108,1010WINS,United_States_majority,1.0,15.0,Peaceful_protest_majority,0.8666666666666667,13.0
1109,Tripura Infoway,,,,,,
1110,Uusimaa,,,,,,
1111,Merce,Hungary_majority,1.0,13.0,Peaceful_protest_majority,0.8461538461538461,11.0
1112,Black Sea Press: News Georgia,Georgia_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1113,Creative Loafing (Tampa),United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1114,KSRM Radio Group,,,,,,
1115,Lawrence Journal-World,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1116,SaltWire,Canada_majority,1.0,8.0,Peaceful_protest_majority,0.875,7.0
1117,Leeuwarder Courant,Netherlands_majority,1.0,31.0,Peaceful_protest_majority,0.8387096774193549,26.0
1118,Milano Post,Italy_majority,1.0,20.0,Peaceful_protest_majority,0.9,18.0
1119,Ilta-Sanomat,Finland_majority,1.0,8.0,Peaceful_protest_majority,0.75,6.0
1120,Partisaani,Finland_majority,1.0,16.0,Peaceful_protest_majority,0.8125,13.0
1121,Turun Sanomat,,,,,,
1122,STT,,,,,,
1123,Ceske Noviny,Czech_Republic_majority,0.9795918367346939,48.0,Peaceful_protest_majority,0.8979591836734694,44.0
1124,Delo,Slovenia_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1125,Gagauzinfo,,,,,,
1126,Slobodna Dalmacija,Croatia_majority,1.0,13.0,Peaceful_protest_majority,1.0,13.0
1127,TV Nova,Czech_Republic_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1128,Village Sun,,,,,,
1129,Daily Universe (Brigham Young University),,,,,,
1130,Nouvelle Caledonie la 1ere,New_Caledonia_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1131,Basingstoke Gazette,,,,,,
1132,Bournemouth Echo,,,,,,
1133,Devon Live,,,,,,
1134,Luxemburger Wort,,,,,,
1135,Telenord,,,,,,
1136,L'Adigetto,Italy_majority,1.0,20.0,Peaceful_protest_majority,0.95,19.0
1137,Katal Center,,,,,,
1138,Royal Gazette,,,,,,
1139,Charter-97,Belarus_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1140,Treviso Today,Italy_majority,1.0,56.0,Peaceful_protest_majority,0.8928571428571429,50.0
1141,Fox5 (Washington D.C.),United_States_majority,1.0,14.0,Peaceful_protest_majority,0.9285714285714286,13.0
1142,Airdrie Today,Canada_majority,1.0,15.0,Peaceful_protest_majority,0.9333333333333333,14.0
1143,Daily News (Longview),,,,,,
1144,Frosinone Today,,,,,,
1145,Messinaora,Italy_majority,1.0,13.0,Peaceful_protest_majority,0.9230769230769231,12.0
1146,FLC CGIL,Italy_majority,1.0,62.0,Peaceful_protest_majority,0.9838709677419355,61.0
1147,Piacenza Sera,,,,,,
1148,Liberta,Italy_majority,1.0,23.0,Peaceful_protest_majority,1.0,23.0
1149,Tuttoggi,Italy_majority,1.0,43.0,Peaceful_protest_majority,0.9767441860465116,42.0
1150,Agrigento Oggi,Italy_majority,1.0,25.0,Peaceful_protest_majority,0.84,21.0
1151,Pisa Today,Italy_majority,1.0,39.0,Peaceful_protest_majority,1.0,39.0
1152,The Australian,,,,,,
1153,Sydney Morning Herald,,,,,,
1154,Tunisie Numerique,Tunisia_majority,0.9767441860465116,42.0,Peaceful_protest_majority,0.8604651162790697,37.0
1155,Yabiladi,,,,,,
1156,Agora RN,Brazil_majority,1.0,28.0,Peaceful_protest_majority,1.0,28.0
1157,La Opinion (Colombia),Colombia_majority,0.9473684210526315,36.0,Peaceful_protest_majority,0.8157894736842105,31.0
1158,Bangkok Post,Thailand_majority,0.9411764705882353,16.0,Peaceful_protest_majority,0.7058823529411765,12.0
1159,Thai Rath,Thailand_majority,1.0,38.0,Peaceful_protest_majority,0.8421052631578947,32.0
1160,ERR,Estonia_majority,1.0,12.0,Peaceful_protest_majority,0.9166666666666666,11.0
1161,Le Monde,France_majority,0.9629629629629629,26.0,Peaceful_protest_majority,0.8888888888888888,24.0
1162,Mobile Workers Alliance,,,,,,
1163,Tufts Daily,,,,,,
1164,Ta Kung Pao,China_majority,1.0,12.0,Peaceful_protest_majority,0.8333333333333334,10.0
1165,Il Giorno,Italy_majority,1.0,18.0,Peaceful_protest_majority,1.0,18.0
1166,Le Soir d'Algerie,Algeria_majority,1.0,21.0,Peaceful_protest_majority,1.0,21.0
1167,Portal do Holanda,Brazil_majority,1.0,50.0,Peaceful_protest_majority,0.94,47.0
1168,Morung Express,,,,,,
1169,24kurier,Poland_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
1170,Solomon Star,,,,,,
1171,Quotidiano Di Sicilia,Italy_majority,1.0,55.0,Peaceful_protest_majority,0.8545454545454545,47.0
1172,Long Beach Post,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1173,WRAL-TV5,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1174,Le360,,,,,,
1175,Lakome,Morocco_majority,1.0,25.0,Peaceful_protest_majority,0.96,24.0
1176,Zoutnet,,,,,,
1177,Kom Chad Luek,,,,,,
1178,7x7,Russia_majority,1.0,10.0,Peaceful_protest_majority,0.9,9.0
1179,Kaleva,,,,,,
1180,Seznam Zpravy,,,,,,
1181,Total Croatia News,Croatia_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1182,Herald Sun,,,,,,
1183,Riot Act (Australia),,,,,,
1184,C'est la Greve,,,,,,
1185,Florida Times-Union,,,,,,
1186,WJXT,United_States_majority,1.0,14.0,Peaceful_protest_majority,1.0,14.0
1187,Daily Bruin,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
1188,PIX11,United_States_majority,1.0,26.0,Peaceful_protest_majority,1.0,26.0
1189,Sierra Vista Herald,,,,,,
1190,Aporrea,,,,,,
1191,El Carabobeno,Venezuela_majority,1.0,72.0,Peaceful_protest_majority,0.9444444444444444,68.0
1192,Adrar Info,,,,,,
1193,Mourassiloun,,,,,,
1194,A Critica,Brazil_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1195,News1st (Sri Lanka),,,,,,
1196,Solinger-Tageblatt,Germany_majority,1.0,19.0,Peaceful_protest_majority,0.7894736842105263,15.0
1197,MyLondon,,,,,,
1198,NewsRadio 1120 KMOX,,,,,,
1199,Jefferson County Leader,,,,,,
1200,NewsChannel 8 (Tampa),United_States_majority,1.0,21.0,Peaceful_protest_majority,1.0,21.0
1201,Belleville News-Democrat,,,,,,
1202,iFiber One,,,,,,
1203,Khabar Hub (Nepali),,,,,,
1204,5 On Your Side,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1205,ABC17,,,,,,
1206,KWMU,,,,,,
1207,Southeast Missourian,,,,,,
1208,WPSD Local 6,,,,,,
1209,Kansas City Star,,,,,,
1210,KCUR89.3,,,,,,
1211,KY3,United_States_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1212,41 Action News,United_States_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1213,KCTV5,United_States_majority,1.0,11.0,Peaceful_protest_majority,0.9090909090909091,10.0
1214,Jefferson City News Tribune,,,,,,
1215,Sangai Express,India_majority,1.0,38.0,Peaceful_protest_majority,0.868421052631579,33.0
1216,E-Pao,India_majority,1.0,38.0,Peaceful_protest_majority,0.9210526315789473,35.0
1217,Activatica,Russia_majority,1.0,37.0,Peaceful_protest_majority,0.7567567567567568,28.0
1218,Republika.mk,North_Macedonia_majority,1.0,12.0,Peaceful_protest_majority,0.9166666666666666,11.0
1219,CM Journal,Portugal_majority,0.9607843137254902,49.0,Peaceful_protest_majority,0.9607843137254902,49.0
1220,La Nouvelle Gazette,Belgium_majority,0.9821428571428571,55.0,Peaceful_protest_majority,1.0,56.0
1221,GelreNieuws,,,,,,
1222,El Watan (Algeria),Algeria_majority,1.0,39.0,Peaceful_protest_majority,0.9487179487179487,37.0
1223,Hasht-e Subh,,,,,,
1224,Interia,Poland_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1225,Place Grenet,,,,,,
1226,RT France,,,,,,
1227,Prince George Citizen,,,,,,
1228,Whitehorse Daily Star,Canada_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
1229,Brantford Expositor,,,,,,
1230,Channel 2 (Anchorage),,,,,,
1231,My Everett News,,,,,,
1232,Saint Catherines Standard,,,,,,
1233,Salt Lake Tribune,United_States_majority,1.0,14.0,Peaceful_protest_majority,0.9285714285714286,13.0
1234,Santa Barbara Independent,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1235,La Nouvelle Republique,France_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1236,Il Cittadino Mb,Italy_majority,1.0,31.0,Peaceful_protest_majority,0.967741935483871,30.0
1237,Cesena Today,Italy_majority,1.0,27.0,Peaceful_protest_majority,0.9629629629629629,26.0
1238,Diario De Mallorca,Spain_majority,1.0,35.0,Peaceful_protest_majority,0.8571428571428571,30.0
1239,Action Francaise,France_majority,1.0,19.0,Peaceful_protest_majority,0.9473684210526315,18.0
1240,Now 14,,,,,,
1241,Articolo 21,,,,,,
1242,Diario De Cuyo,Argentina_majority,1.0,81.0,Peaceful_protest_majority,0.9135802469135802,74.0
1243,Press Photos Denmark,Denmark_majority,1.0,19.0,Peaceful_protest_majority,0.8947368421052632,17.0
1244,Infooggi,Italy_majority,1.0,31.0,Peaceful_protest_majority,0.967741935483871,30.0
1245,Oggi Notizie,Italy_majority,1.0,35.0,Peaceful_protest_majority,0.9714285714285714,34.0
1246,NBC5 (Plattsburgh),United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1247,Providence Journal,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1248,Thinakkural,Sri_Lanka_majority,1.0,16.0,Peaceful_protest_majority,0.75,12.0
1249,Il Piccolo,Italy_majority,1.0,25.0,Peaceful_protest_majority,1.0,25.0
1250,Cronache Ancona,Italy_majority,1.0,65.0,Peaceful_protest_majority,0.9692307692307692,63.0
1251,El Proceso,,,,,,
1252,Metro Toluca,Mexico_majority,1.0,10.0,Peaceful_protest_majority,0.9,9.0
1253,Agora.md,Moldova_majority,1.0,22.0,Peaceful_protest_majority,0.7272727272727273,16.0
1254,Unimedia,Moldova_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1255,Il Quotidiano Italiano,Italy_majority,1.0,15.0,Peaceful_protest_majority,1.0,15.0
1256,NewsChannel 21,United_States_majority,1.0,19.0,Peaceful_protest_majority,0.9473684210526315,18.0
1257,Bend Bulletin,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1258,Denton Record-Chronicle,,,,,,
1259,Channel 8 (Las Vegas),United_States_majority,1.0,18.0,Peaceful_protest_majority,1.0,18.0
1260,National Nurses United,United_States_majority,1.0,29.0,Peaceful_protest_majority,1.0,29.0
1261,Riverhead Local,,,,,,
1262,Expreso,Ecuador_majority,1.0,41.0,Peaceful_protest_majority,0.9024390243902439,37.0
1263,Cornell Daily Sun,,,,,,
1264,Ithaca Voice,,,,,,
1265,Rumble,,,,,,
1266,Metropolisweb,Italy_majority,1.0,16.0,Peaceful_protest_majority,1.0,16.0
1267,ATV,,,,,,
1268,Pikiran Rakyat,,,,,,
1269,Antara News,Indonesia_majority,1.0,28.0,Peaceful_protest_majority,0.8214285714285714,23.0
1270,KPRF,Russia_majority,1.0,59.0,Peaceful_protest_majority,0.9322033898305084,55.0
1271,Teraz,Slovakia_majority,0.9615384615384616,25.0,Peaceful_protest_majority,0.8846153846153846,23.0
1272,Guernsey Press,,,,,,
1273,ABC8 (Richmond),United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1274,KEZI9,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1275,Virakesari,,,,,,
1276,Aosta Oggi,Italy_majority,1.0,16.0,Peaceful_protest_majority,1.0,16.0
1277,La Nacion (Costa Rica),,,,,,
1278,La Teja,,,,,,
1279,Opinion (Bolivia),Bolivia_majority,1.0,45.0,Peaceful_protest_majority,0.9111111111111111,41.0
1280,El Diario Montanes,Spain_majority,1.0,26.0,Peaceful_protest_majority,1.0,26.0
1281,Suddeutsche Zeitung,,,,,,
1282,Daily News (Sri Lanka),,,,,,
1283,Diario El Chubut,,,,,,
1284,Daily News (Thailand),Thailand_majority,1.0,7.0,Peaceful_protest_majority,0.8571428571428571,6.0
1285,Thai Post,,,,,,
1286,Digi24,Romania_majority,0.9878048780487805,81.0,Peaceful_protest_majority,0.7560975609756098,62.0
1287,Polizei Thuringen,Germany_majority,1.0,54.0,Peaceful_protest_majority,0.9444444444444444,51.0
1288,Radio Television Espanola,Spain_majority,1.0,61.0,Peaceful_protest_majority,0.9508196721311475,58.0
1289,Fox4 Kansas City,United_States_majority,1.0,18.0,Peaceful_protest_majority,1.0,18.0
1290,Modesto Bee,United_States_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
1291,WBZ Channel 4,United_States_majority,1.0,17.0,Peaceful_protest_majority,0.9411764705882353,16.0
1292,Hiru News,,,,,,
1293,Al Mirbad,,,,,,
1294,La Vanguardia,Spain_majority,0.9545454545454546,42.0,Peaceful_protest_majority,0.7045454545454546,31.0
1295,Times of Malta,Malta_majority,1.0,16.0,Peaceful_protest_majority,0.75,12.0
1296,Fox31,United_States_majority,1.0,12.0,Peaceful_protest_majority,0.8333333333333334,10.0
1297,CBS4 (Denver),United_States_majority,1.0,23.0,Peaceful_protest_majority,0.9565217391304348,22.0
1298,Salon,,,,,,
1299,KVUE,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1300,CBS Austin,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
1301,Whittier Daily News,,,,,,
1302,Deccan Herald,India_majority,1.0,68.0,Peaceful_protest_majority,0.7352941176470589,50.0
1303,NBC News,,,,,,
1304,CNN,,,,,,
1305,CBS4 (Miami),United_States_majority,1.0,20.0,Peaceful_protest_majority,0.95,19.0
1306,Local 10 (Miami),United_States_majority,1.0,10.0,Peaceful_protest_majority,0.9,9.0
1307,El Correo De Andalucia,,,,,,
1308,Interior News,,,,,,
1309,Guardian,,,,,,
1310,NPR,,,,,,
1311,Protests in the days of Corona,Israel_majority,1.0,26.0,Peaceful_protest_majority,0.9615384615384616,25.0
1312,Helsingin Sanomat,,,,,,
1313,Helsingborgs Dagblad,Sweden_majority,1.0,17.0,Peaceful_protest_majority,0.9411764705882353,16.0
1314,Bergens Tidende,,,,,,
1315,NRK,Norway_majority,1.0,12.0,Peaceful_protest_majority,0.8333333333333334,10.0
1316,Zaol,,,,,,
1317,Hull Live,United_Kingdom_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1318,Birmingham Mail,,,,,,
1319,Cornwall Live,,,,,,
1320,Herald (Scotland),,,,,,
1321,Scotsman,,,,,,
1322,Star (UK),,,,,,
1323,State Police,,,,,,
1324,Western Mail,United_Kingdom_majority,1.0,11.0,Peaceful_protest_majority,0.7272727272727273,8.0
1325,State News,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
1326,Shillong Times,India_majority,1.0,25.0,Peaceful_protest_majority,0.72,18.0
1327,United News of Bangladesh,,,,,,
1328,Townsville Bulletin (Australia),Australia_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
1329,Geelong Advertiser,Australia_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
1330,Advertiser (AdelaideNow),Australia_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
1331,Mercury (Australia),Australia_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
1332,news.com.au,Australia_majority,1.0,23.0,Peaceful_protest_majority,1.0,23.0
1333,Guardian (Canada),,,,,,
1334,El Mercurio (Ecuador),Ecuador_majority,1.0,19.0,Peaceful_protest_majority,0.9473684210526315,18.0
1335,Norwich Evening News 24,,,,,,
1336,Lyon Capitale,France_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
